date,cash_rate,scrape_date
2024-03-01,4.31,2024-03-12
2024-04-01,4.31,2024-03-12
2024-05-01,4.27,2024-03-12
2024-06-01,4.23,2024-03-12
2024-07-01,4.19,2024-03-12
2024-08-01,4.1,2024-03-12
2024-09-01,4.06,2024-03-12
2024-10-01,3.99,2024-03-12
2024-11-01,3.91,2024-03-12
2024-12-01,3.84,2024-03-12
2025-01-01,3.82,2024-03-12
2025-02-01,3.75,2024-03-12
2025-03-01,3.71,2024-03-12
2025-04-01,3.67,2024-03-12
2025-05-01,3.63,2024-03-12
2025-06-01,3.6,2024-03-12
2025-07-01,3.58,2024-03-12
2025-08-01,3.53,2024-03-12
