date,cash_rate,scrape_date
2024-10-01,4.33,2024-10-30
2024-11-01,4.33,2024-10-30
2024-12-01,4.31,2024-10-30
2025-01-01,4.3,2024-10-30
2025-02-01,4.27,2024-10-30
2025-03-01,4.2,2024-10-30
2025-04-01,4.15,2024-10-30
2025-05-01,4.11,2024-10-30
2025-06-01,4.03,2024-10-30
2025-07-01,3.98,2024-10-30
2025-08-01,3.92,2024-10-30
2025-09-01,3.89,2024-10-30
2025-10-01,3.84,2024-10-30
2025-11-01,3.8,2024-10-30
2025-12-01,3.76,2024-10-30
2026-01-01,3.75,2024-10-30
2026-02-01,3.7,2024-10-30
2026-03-01,3.69,2024-10-30
