date,cash_rate,scrape_date
2024-01-01,4.31,2024-01-02
2024-02-01,4.34,2024-01-02
2024-03-01,4.32,2024-01-02
2024-04-01,4.28,2024-01-02
2024-05-01,4.19,2024-01-02
2024-06-01,4.11,2024-01-02
2024-07-01,4.05,2024-01-02
2024-08-01,3.97,2024-01-02
2024-09-01,3.92,2024-01-02
2024-10-01,3.84,2024-01-02
2024-11-01,3.78,2024-01-02
2024-12-01,3.72,2024-01-02
2025-01-01,3.7,2024-01-02
2025-02-01,3.64,2024-01-02
2025-03-01,3.61,2024-01-02
2025-04-01,3.58,2024-01-02
2025-05-01,3.53,2024-01-02
2025-06-01,3.5,2024-01-02
