date,cash_rate,scrape_date
2023-09-01,4.06,2023-09-25
2023-10-01,4.08,2023-09-25
2023-11-01,4.15,2023-09-25
2023-12-01,4.2,2023-09-25
2024-01-01,4.2,2023-09-25
2024-02-01,4.26,2023-09-25
2024-03-01,4.28,2023-09-25
2024-04-01,4.3,2023-09-25
2024-05-01,4.3,2023-09-25
2024-06-01,4.3,2023-09-25
2024-07-01,4.28,2023-09-25
2024-08-01,4.27,2023-09-25
2024-09-01,4.26,2023-09-25
2024-10-01,4.23,2023-09-25
2024-11-01,4.2,2023-09-25
2024-12-01,4.16,2023-09-25
2025-01-01,4.14,2023-09-25
2025-02-01,4.1,2023-09-25
