date,cash_rate,scrape_date
2025-05-01,4.0,2025-05-13
2025-06-01,3.83,2025-05-13
2025-07-01,3.77,2025-05-13
2025-08-01,3.62,2025-05-13
2025-09-01,3.55,2025-05-13
2025-10-01,3.45,2025-05-13
2025-11-01,3.33,2025-05-13
2025-12-01,3.28,2025-05-13
2026-01-01,3.27,2025-05-13
2026-02-01,3.23,2025-05-13
2026-03-01,3.21,2025-05-13
2026-04-01,3.19,2025-05-13
2026-05-01,3.18,2025-05-13
2026-06-01,3.17,2025-05-13
2026-07-01,3.17,2025-05-13
2026-08-01,3.17,2025-05-13
2026-09-01,3.17,2025-05-13
2026-10-01,3.19,2025-05-13
