date,cash_rate,scrape_date
2023-12-01,4.31,2023-12-07
2024-01-01,4.31,2023-12-07
2024-02-01,4.33,2023-12-07
2024-03-01,4.33,2023-12-07
2024-04-01,4.32,2023-12-07
2024-05-01,4.28,2023-12-07
2024-06-01,4.24,2023-12-07
2024-07-01,4.22,2023-12-07
2024-08-01,4.17,2023-12-07
2024-09-01,4.14,2023-12-07
2024-10-01,4.1,2023-12-07
2024-11-01,4.05,2023-12-07
2024-12-01,4,2023-12-07
2025-01-01,3.97,2023-12-07
2025-02-01,3.93,2023-12-07
2025-03-01,3.9,2023-12-07
2025-04-01,3.87,2023-12-07
2025-05-01,3.84,2023-12-07
