date,cash_rate,scrape_date
2024-09-01,4.33,2024-09-23
2024-10-01,4.33,2024-09-23
2024-11-01,4.3,2024-09-23
2024-12-01,4.22,2024-09-23
2025-01-01,4.19,2024-09-23
2025-02-01,4.11,2024-09-23
2025-03-01,3.98,2024-09-23
2025-04-01,3.8,2024-09-23
2025-05-01,3.72,2024-09-23
2025-06-01,3.58,2024-09-23
2025-07-01,3.5,2024-09-23
2025-08-01,3.42,2024-09-23
2025-09-01,3.39,2024-09-23
2025-10-01,3.31,2024-09-23
2025-11-01,3.27,2024-09-23
2025-12-01,3.23,2024-09-23
2026-01-01,3.22,2024-09-23
2026-02-01,3.19,2024-09-23
