date,cash_rate,scrape_date
2023-12-01,4.31,2023-12-14
2024-01-01,4.31,2023-12-14
2024-02-01,4.31,2023-12-14
2024-03-01,4.28,2023-12-14
2024-04-01,4.25,2023-12-14
2024-05-01,4.16,2023-12-14
2024-06-01,4.12,2023-12-14
2024-07-01,4.07,2023-12-14
2024-08-01,4,2023-12-14
2024-09-01,3.96,2023-12-14
2024-10-01,3.9,2023-12-14
2024-11-01,3.84,2023-12-14
2024-12-01,3.8,2023-12-14
2025-01-01,3.78,2023-12-14
2025-02-01,3.74,2023-12-14
2025-03-01,3.71,2023-12-14
2025-04-01,3.68,2023-12-14
2025-05-01,3.65,2023-12-14
