date,cash_rate,scrape_date
2026-03-01,3.88,2026-03-06
2026-04-01,3.91,2026-03-06
2026-05-01,4.08,2026-03-06
2026-06-01,4.13,2026-03-06
2026-07-01,4.15,2026-03-06
2026-08-01,4.25,2026-03-06
2026-09-01,4.3,2026-03-06
2026-10-01,4.31,2026-03-06
2026-11-01,4.36,2026-03-06
2026-12-01,4.36,2026-03-06
2027-01-01,4.36,2026-03-06
2027-02-01,4.36,2026-03-06
2027-03-01,4.36,2026-03-06
2027-04-01,4.36,2026-03-06
2027-05-01,4.34,2026-03-06
2027-06-01,4.34,2026-03-06
2027-07-01,4.33,2026-03-06
2027-08-01,4.32,2026-03-06
