date,cash_rate,scrape_date
2024-10-01,4.33,2024-10-10
2024-11-01,4.31,2024-10-10
2024-12-01,4.26,2024-10-10
2025-01-01,4.23,2024-10-10
2025-02-01,4.19,2024-10-10
2025-03-01,4.11,2024-10-10
2025-04-01,4.01,2024-10-10
2025-05-01,3.96,2024-10-10
2025-06-01,3.87,2024-10-10
2025-07-01,3.81,2024-10-10
2025-08-01,3.74,2024-10-10
2025-09-01,3.7,2024-10-10
2025-10-01,3.64,2024-10-10
2025-11-01,3.59,2024-10-10
2025-12-01,3.55,2024-10-10
2026-01-01,3.53,2024-10-10
2026-02-01,3.5,2024-10-10
2026-03-01,3.48,2024-10-10
