date,cash_rate,scrape_date
2025-03-01,4.08,2025-03-21
2025-04-01,4.06,2025-03-21
2025-05-01,4.0,2025-03-21
2025-06-01,3.89,2025-03-21
2025-07-01,3.83,2025-03-21
2025-08-01,3.7,2025-03-21
2025-09-01,3.63,2025-03-21
2025-10-01,3.55,2025-03-21
2025-11-01,3.45,2025-03-21
2025-12-01,3.42,2025-03-21
2026-01-01,3.42,2025-03-21
2026-02-01,3.39,2025-03-21
2026-03-01,3.39,2025-03-21
2026-04-01,3.38,2025-03-21
2026-05-01,3.36,2025-03-21
2026-06-01,3.36,2025-03-21
2026-07-01,3.37,2025-03-21
2026-08-01,3.38,2025-03-21
