date,cash_rate,scrape_date
2026-05-01,4.31,2026-05-06
2026-06-01,4.38,2026-05-06
2026-07-01,4.39,2026-05-06
2026-08-01,4.48,2026-05-06
2026-09-01,4.54,2026-05-06
2026-10-01,4.6,2026-05-06
2026-11-01,4.67,2026-05-06
2026-12-01,4.68,2026-05-06
2027-01-01,4.68,2026-05-06
2027-02-01,4.69,2026-05-06
2027-03-01,4.69,2026-05-06
2027-04-01,4.67,2026-05-06
2027-05-01,4.64,2026-05-06
2027-06-01,4.64,2026-05-06
2027-07-01,4.61,2026-05-06
2027-08-01,4.6,2026-05-06
2027-09-01,4.58,2026-05-06
2027-10-01,4.56,2026-05-06
