date,cash_rate,scrape_date
2024-08-01,4.33,2024-08-22
2024-09-01,4.33,2024-08-22
2024-10-01,4.31,2024-08-22
2024-11-01,4.24,2024-08-22
2024-12-01,4.14,2024-08-22
2025-01-01,4.08,2024-08-22
2025-02-01,4.02,2024-08-22
2025-03-01,3.91,2024-08-22
2025-04-01,3.74,2024-08-22
2025-05-01,3.67,2024-08-22
2025-06-01,3.56,2024-08-22
2025-07-01,3.52,2024-08-22
2025-08-01,3.45,2024-08-22
2025-09-01,3.42,2024-08-22
2025-10-01,3.36,2024-08-22
2025-11-01,3.33,2024-08-22
2025-12-01,3.3,2024-08-22
2026-01-01,3.28,2024-08-22
