date,cash_rate,scrape_date
2022-07-01,1.225,2022-07-19
2022-08-01,1.835,2022-07-19
2022-09-01,2.265,2022-07-19
2022-10-01,2.675,2022-07-19
2022-11-01,3.105,2022-07-19
2022-12-01,3.28,2022-07-19
2023-01-01,3.33,2022-07-19
2023-02-01,3.485,2022-07-19
2023-03-01,3.545,2022-07-19
2023-04-01,3.545,2022-07-19
2023-05-01,3.545,2022-07-19
2023-06-01,3.515,2022-07-19
2023-07-01,3.485,2022-07-19
2023-08-01,3.45,2022-07-19
2023-09-01,3.425,2022-07-19
2023-10-01,3.39,2022-07-19
2023-11-01,3.365,2022-07-19
2023-12-01,3.33,2022-07-19
