date,cash_rate,scrape_date
2024-10-01,4.33,2024-10-02
2024-11-01,4.3,2024-10-02
2024-12-01,4.2,2024-10-02
2025-01-01,4.16,2024-10-02
2025-02-01,4.08,2024-10-02
2025-03-01,3.95,2024-10-02
2025-04-01,3.78,2024-10-02
2025-05-01,3.69,2024-10-02
2025-06-01,3.56,2024-10-02
2025-07-01,3.5,2024-10-02
2025-08-01,3.42,2024-10-02
2025-09-01,3.39,2024-10-02
2025-10-01,3.31,2024-10-02
2025-11-01,3.25,2024-10-02
2025-12-01,3.22,2024-10-02
2026-01-01,3.2,2024-10-02
2026-02-01,3.17,2024-10-02
2026-03-01,3.14,2024-10-02
