date,cash_rate,scrape_date
2024-08-01,4.33,2024-08-27
2024-09-01,4.33,2024-08-27
2024-10-01,4.31,2024-08-27
2024-11-01,4.23,2024-08-27
2024-12-01,4.1,2024-08-27
2025-01-01,4.06,2024-08-27
2025-02-01,3.99,2024-08-27
2025-03-01,3.88,2024-08-27
2025-04-01,3.72,2024-08-27
2025-05-01,3.64,2024-08-27
2025-06-01,3.53,2024-08-27
2025-07-01,3.49,2024-08-27
2025-08-01,3.43,2024-08-27
2025-09-01,3.39,2024-08-27
2025-10-01,3.34,2024-08-27
2025-11-01,3.3,2024-08-27
2025-12-01,3.27,2024-08-27
2026-01-01,3.25,2024-08-27
