date,cash_rate,scrape_date
2025-04-01,4.08,2025-04-04
2025-05-01,3.97,2025-04-04
2025-06-01,3.78,2025-04-04
2025-07-01,3.66,2025-04-04
2025-08-01,3.47,2025-04-04
2025-09-01,3.33,2025-04-04
2025-10-01,3.23,2025-04-04
2025-11-01,3.12,2025-04-04
2025-12-01,3.08,2025-04-04
2026-01-01,3.06,2025-04-04
2026-02-01,3.02,2025-04-04
2026-03-01,3.0,2025-04-04
2026-04-01,2.98,2025-04-04
2026-05-01,2.97,2025-04-04
2026-06-01,2.97,2025-04-04
2026-07-01,2.97,2025-04-04
2026-08-01,2.97,2025-04-04
2026-09-01,2.97,2025-04-04
