date,cash_rate,scrape_date
2024-10-01,4.33,2024-10-21
2024-11-01,4.32,2024-10-21
2024-12-01,4.28,2024-10-21
2025-01-01,4.27,2024-10-21
2025-02-01,4.22,2024-10-21
2025-03-01,4.16,2024-10-21
2025-04-01,4.08,2024-10-21
2025-05-01,4.03,2024-10-21
2025-06-01,3.94,2024-10-21
2025-07-01,3.87,2024-10-21
2025-08-01,3.78,2024-10-21
2025-09-01,3.75,2024-10-21
2025-10-01,3.69,2024-10-21
2025-11-01,3.64,2024-10-21
2025-12-01,3.59,2024-10-21
2026-01-01,3.57,2024-10-21
2026-02-01,3.53,2024-10-21
2026-03-01,3.51,2024-10-21
