date,cash_rate,scrape_date
2024-10-01,4.33,2024-10-01
2024-11-01,4.31,2024-10-01
2024-12-01,4.22,2024-10-01
2025-01-01,4.18,2024-10-01
2025-02-01,4.11,2024-10-01
2025-03-01,3.98,2024-10-01
2025-04-01,3.81,2024-10-01
2025-05-01,3.72,2024-10-01
2025-06-01,3.6,2024-10-01
2025-07-01,3.53,2024-10-01
2025-08-01,3.45,2024-10-01
2025-09-01,3.42,2024-10-01
2025-10-01,3.34,2024-10-01
2025-11-01,3.29,2024-10-01
2025-12-01,3.25,2024-10-01
2026-01-01,3.23,2024-10-01
2026-02-01,3.19,2024-10-01
2026-03-01,3.17,2024-10-01
