date,cash_rate,scrape_date
2024-08-01,4.33,2024-08-13
2024-09-01,4.32,2024-08-13
2024-10-01,4.28,2024-08-13
2024-11-01,4.2,2024-08-13
2024-12-01,4.12,2024-08-13
2025-01-01,4.08,2024-08-13
2025-02-01,4.03,2024-08-13
2025-03-01,3.94,2024-08-13
2025-04-01,3.8,2024-08-13
2025-05-01,3.73,2024-08-13
2025-06-01,3.64,2024-08-13
2025-07-01,3.63,2024-08-13
2025-08-01,3.58,2024-08-13
2025-09-01,3.56,2024-08-13
2025-10-01,3.5,2024-08-13
2025-11-01,3.46,2024-08-13
2025-12-01,3.42,2024-08-13
2026-01-01,3.41,2024-08-13
