date,cash_rate,scrape_date
2025-01-01,4.33,2025-01-31
2025-02-01,4.25,2025-01-31
2025-03-01,4.1,2025-01-31
2025-04-01,4.0,2025-01-31
2025-05-01,3.92,2025-01-31
2025-06-01,3.81,2025-01-31
2025-07-01,3.75,2025-01-31
2025-08-01,3.64,2025-01-31
2025-09-01,3.59,2025-01-31
2025-10-01,3.56,2025-01-31
2025-11-01,3.53,2025-01-31
2025-12-01,3.5,2025-01-31
2026-01-01,3.5,2025-01-31
2026-02-01,3.48,2025-01-31
2026-03-01,3.48,2025-01-31
2026-04-01,3.47,2025-01-31
2026-05-01,3.47,2025-01-31
2026-06-01,3.48,2025-01-31
