date,cash_rate,scrape_date
2023-01-01,3.065,2023-01-18
2023-02-01,3.215,2023-01-18
2023-03-01,3.375,2023-01-18
2023-04-01,3.475,2023-01-18
2023-05-01,3.555,2023-01-18
2023-06-01,3.605,2023-01-18
2023-07-01,3.675,2023-01-18
2023-08-01,3.735,2023-01-18
2023-09-01,3.735,2023-01-18
2023-10-01,3.735,2023-01-18
2023-11-01,3.735,2023-01-18
2023-12-01,3.695,2023-01-18
2024-01-01,3.69,2023-01-18
2024-02-01,3.66,2023-01-18
2024-03-01,3.615,2023-01-18
2024-04-01,3.565,2023-01-18
2024-05-01,3.53,2023-01-18
2024-06-01,3.48,2023-01-18
