date,cash_rate,scrape_date
2026-09-01,4.36,2026-09-16
2026-10-01,4.54,2026-09-16
2026-11-01,4.65,2026-09-16
2026-12-01,4.7,2026-09-16
2027-01-01,4.72,2026-09-16
2027-02-01,4.8,2026-09-16
2027-03-01,4.86,2026-09-16
2027-04-01,4.91,2026-09-16
2027-05-01,4.97,2026-09-16
2027-06-01,4.98,2026-09-16
2027-07-01,5.0,2026-09-16
2027-08-01,5.0,2026-09-16
2027-09-01,5.0,2026-09-16
2027-10-01,5.0,2026-09-16
2027-11-01,4.98,2026-09-16
2027-12-01,4.96,2026-09-16
2028-01-01,4.94,2026-09-16
2028-02-01,4.91,2026-09-16
