date,cash_rate,scrape_date
2024-02-01,4.31,2024-02-29
2024-03-01,4.31,2024-02-29
2024-04-01,4.3,2024-02-29
2024-05-01,4.28,2024-02-29
2024-06-01,4.24,2024-02-29
2024-07-01,4.22,2024-02-29
2024-08-01,4.16,2024-02-29
2024-09-01,4.13,2024-02-29
2024-10-01,4.06,2024-02-29
2024-11-01,4,2024-02-29
2024-12-01,3.94,2024-02-29
2025-01-01,3.92,2024-02-29
2025-02-01,3.86,2024-02-29
2025-03-01,3.83,2024-02-29
2025-04-01,3.8,2024-02-29
2025-05-01,3.76,2024-02-29
2025-06-01,3.73,2024-02-29
2025-07-01,3.71,2024-02-29
