date,cash_rate,scrape_date
2024-09-01,4.33,2024-09-16
2024-10-01,4.32,2024-09-16
2024-11-01,4.26,2024-09-16
2024-12-01,4.17,2024-09-16
2025-01-01,4.12,2024-09-16
2025-02-01,4.04,2024-09-16
2025-03-01,3.89,2024-09-16
2025-04-01,3.65,2024-09-16
2025-05-01,3.56,2024-09-16
2025-06-01,3.4,2024-09-16
2025-07-01,3.34,2024-09-16
2025-08-01,3.27,2024-09-16
2025-09-01,3.23,2024-09-16
2025-10-01,3.17,2024-09-16
2025-11-01,3.12,2024-09-16
2025-12-01,3.08,2024-09-16
2026-01-01,3.07,2024-09-16
2026-02-01,3.03,2024-09-16
