date,cash_rate,scrape_date
2025-12-01,3.59,2025-12-11
2026-01-01,3.59,2025-12-11
2026-02-01,3.64,2025-12-11
2026-03-01,3.66,2025-12-11
2026-04-01,3.67,2025-12-11
2026-05-01,3.74,2025-12-11
2026-06-01,3.78,2025-12-11
2026-07-01,3.81,2025-12-11
2026-08-01,3.88,2025-12-11
2026-09-01,3.92,2025-12-11
2026-10-01,3.94,2025-12-11
2026-11-01,3.99,2025-12-11
2026-12-01,4.02,2025-12-11
2027-01-01,4.02,2025-12-11
2027-02-01,4.03,2025-12-11
2027-03-01,4.04,2025-12-11
2027-04-01,4.05,2025-12-11
2027-05-01,4.06,2025-12-11
