date,cash_rate,scrape_date
2026-01-01,3.6,2026-01-28
2026-02-01,3.76,2026-01-28
2026-03-01,3.79,2026-01-28
2026-04-01,3.81,2026-01-28
2026-05-01,3.93,2026-01-28
2026-06-01,3.97,2026-01-28
2026-07-01,3.98,2026-01-28
2026-08-01,4.04,2026-01-28
2026-09-01,4.08,2026-01-28
2026-10-01,4.1,2026-01-28
2026-11-01,4.14,2026-01-28
2026-12-01,4.14,2026-01-28
2027-01-01,4.15,2026-01-28
2027-02-01,4.16,2026-01-28
2027-03-01,4.16,2026-01-28
2027-04-01,4.16,2026-01-28
2027-05-01,4.17,2026-01-28
2027-06-01,4.17,2026-01-28
