date,cash_rate,scrape_date
2026-05-01,4.26,2026-05-04
2026-06-01,4.33,2026-05-04
2026-07-01,4.36,2026-05-04
2026-08-01,4.47,2026-05-04
2026-09-01,4.53,2026-05-04
2026-10-01,4.61,2026-05-04
2026-11-01,4.69,2026-05-04
2026-12-01,4.72,2026-05-04
2027-01-01,4.72,2026-05-04
2027-02-01,4.73,2026-05-04
2027-03-01,4.72,2026-05-04
2027-04-01,4.71,2026-05-04
2027-05-01,4.69,2026-05-04
2027-06-01,4.67,2026-05-04
2027-07-01,4.65,2026-05-04
2027-08-01,4.63,2026-05-04
2027-09-01,4.61,2026-05-04
2027-10-01,4.59,2026-05-04
