date,cash_rate,scrape_date
2023-12-01,4.31,2023-12-15
2024-01-01,4.31,2023-12-15
2024-02-01,4.32,2023-12-15
2024-03-01,4.31,2023-12-15
2024-04-01,4.27,2023-12-15
2024-05-01,4.19,2023-12-15
2024-06-01,4.15,2023-12-15
2024-07-01,4.1,2023-12-15
2024-08-01,4.03,2023-12-15
2024-09-01,4,2023-12-15
2024-10-01,3.94,2023-12-15
2024-11-01,3.89,2023-12-15
2024-12-01,3.84,2023-12-15
2025-01-01,3.81,2023-12-15
2025-02-01,3.78,2023-12-15
2025-03-01,3.75,2023-12-15
2025-04-01,3.72,2023-12-15
2025-05-01,3.69,2023-12-15
