date,cash_rate,scrape_date
2024-09-01,4.33,2024-09-27
2024-10-01,4.33,2024-09-27
2024-11-01,4.3,2024-09-27
2024-12-01,4.2,2024-09-27
2025-01-01,4.17,2024-09-27
2025-02-01,4.09,2024-09-27
2025-03-01,3.96,2024-09-27
2025-04-01,3.77,2024-09-27
2025-05-01,3.69,2024-09-27
2025-06-01,3.56,2024-09-27
2025-07-01,3.48,2024-09-27
2025-08-01,3.4,2024-09-27
2025-09-01,3.36,2024-09-27
2025-10-01,3.28,2024-09-27
2025-11-01,3.23,2024-09-27
2025-12-01,3.19,2024-09-27
2026-01-01,3.17,2024-09-27
2026-02-01,3.13,2024-09-27
