date,cash_rate,scrape_date
2024-01-01,4.31,2024-01-22
2024-02-01,4.32,2024-01-22
2024-03-01,4.31,2024-01-22
2024-04-01,4.3,2024-01-22
2024-05-01,4.25,2024-01-22
2024-06-01,4.23,2024-01-22
2024-07-01,4.22,2024-01-22
2024-08-01,4.17,2024-01-22
2024-09-01,4.14,2024-01-22
2024-10-01,4.09,2024-01-22
2024-11-01,4.03,2024-01-22
2024-12-01,3.97,2024-01-22
2025-01-01,3.94,2024-01-22
2025-02-01,3.89,2024-01-22
2025-03-01,3.86,2024-01-22
2025-04-01,3.81,2024-01-22
2025-05-01,3.78,2024-01-22
2025-06-01,3.75,2024-01-22
