date,cash_rate,scrape_date
2025-10-01,3.59,2025-10-17
2025-11-01,3.42,2025-10-17
2025-12-01,3.35,2025-10-17
2026-01-01,3.32,2025-10-17
2026-02-01,3.22,2025-10-17
2026-03-01,3.19,2025-10-17
2026-04-01,3.16,2025-10-17
2026-05-01,3.1,2025-10-17
2026-06-01,3.08,2025-10-17
2026-07-01,3.08,2025-10-17
2026-08-01,3.08,2025-10-17
2026-09-01,3.08,2025-10-17
2026-10-01,3.08,2025-10-17
2026-11-01,3.08,2025-10-17
2026-12-01,3.09,2025-10-17
2027-01-01,3.09,2025-10-17
2027-02-01,3.1,2025-10-17
2027-03-01,3.11,2025-10-17
