date,cash_rate,scrape_date
2024-09-01,4.33,2024-09-02
2024-10-01,4.32,2024-09-02
2024-11-01,4.28,2024-09-02
2024-12-01,4.2,2024-09-02
2025-01-01,4.17,2024-09-02
2025-02-01,4.11,2024-09-02
2025-03-01,4.02,2024-09-02
2025-04-01,3.85,2024-09-02
2025-05-01,3.78,2024-09-02
2025-06-01,3.66,2024-09-02
2025-07-01,3.61,2024-09-02
2025-08-01,3.55,2024-09-02
2025-09-01,3.52,2024-09-02
2025-10-01,3.47,2024-09-02
2025-11-01,3.43,2024-09-02
2025-12-01,3.39,2024-09-02
2026-01-01,3.39,2024-09-02
2026-02-01,3.36,2024-09-02
