date,cash_rate,scrape_date
2025-11-01,3.59,2025-11-20
2025-12-01,3.59,2025-11-20
2026-01-01,3.58,2025-11-20
2026-02-01,3.55,2025-11-20
2026-03-01,3.53,2025-11-20
2026-04-01,3.52,2025-11-20
2026-05-01,3.48,2025-11-20
2026-06-01,3.47,2025-11-20
2026-07-01,3.49,2025-11-20
2026-08-01,3.5,2025-11-20
2026-09-01,3.5,2025-11-20
2026-10-01,3.52,2025-11-20
2026-11-01,3.53,2025-11-20
2026-12-01,3.55,2025-11-20
2027-01-01,3.55,2025-11-20
2027-02-01,3.57,2025-11-20
2027-03-01,3.58,2025-11-20
2027-04-01,3.59,2025-11-20
