date,cash_rate,scrape_date
2025-05-01,4.0,2025-05-19
2025-06-01,3.84,2025-05-19
2025-07-01,3.8,2025-05-19
2025-08-01,3.67,2025-05-19
2025-09-01,3.58,2025-05-19
2025-10-01,3.5,2025-05-19
2025-11-01,3.39,2025-05-19
2025-12-01,3.36,2025-05-19
2026-01-01,3.34,2025-05-19
2026-02-01,3.3,2025-05-19
2026-03-01,3.28,2025-05-19
2026-04-01,3.27,2025-05-19
2026-05-01,3.25,2025-05-19
2026-06-01,3.25,2025-05-19
2026-07-01,3.25,2025-05-19
2026-08-01,3.25,2025-05-19
2026-09-01,3.25,2025-05-19
2026-10-01,3.25,2025-05-19
