date,cash_rate,scrape_date
2025-04-01,4.05,2025-04-09
2025-05-01,3.89,2025-04-09
2025-06-01,3.61,2025-04-09
2025-07-01,3.39,2025-04-09
2025-08-01,3.14,2025-04-09
2025-09-01,3.02,2025-04-09
2025-10-01,2.83,2025-04-09
2025-11-01,2.73,2025-04-09
2025-12-01,2.73,2025-04-09
2026-01-01,2.73,2025-04-09
2026-02-01,2.72,2025-04-09
2026-03-01,2.72,2025-04-09
2026-04-01,2.7,2025-04-09
2026-05-01,2.7,2025-04-09
2026-06-01,2.72,2025-04-09
2026-07-01,2.73,2025-04-09
2026-08-01,2.75,2025-04-09
2026-09-01,2.77,2025-04-09
