date,cash_rate,scrape_date
2026-03-01,3.89,2026-03-10
2026-04-01,3.94,2026-03-10
2026-05-01,4.08,2026-03-10
2026-06-01,4.14,2026-03-10
2026-07-01,4.17,2026-03-10
2026-08-01,4.27,2026-03-10
2026-09-01,4.33,2026-03-10
2026-10-01,4.36,2026-03-10
2026-11-01,4.42,2026-03-10
2026-12-01,4.43,2026-03-10
2027-01-01,4.43,2026-03-10
2027-02-01,4.43,2026-03-10
2027-03-01,4.43,2026-03-10
2027-04-01,4.42,2026-03-10
2027-05-01,4.41,2026-03-10
2027-06-01,4.41,2026-03-10
2027-07-01,4.39,2026-03-10
2027-08-01,4.38,2026-03-10
