date,cash_rate,scrape_date
2024-01-01,4.31,2024-01-11
2024-02-01,4.33,2024-01-11
2024-03-01,4.31,2024-01-11
2024-04-01,4.31,2024-01-11
2024-05-01,4.25,2024-01-11
2024-06-01,4.21,2024-01-11
2024-07-01,4.16,2024-01-11
2024-08-01,4.09,2024-01-11
2024-09-01,4.07,2024-01-11
2024-10-01,4.01,2024-01-11
2024-11-01,3.94,2024-01-11
2024-12-01,3.88,2024-01-11
2025-01-01,3.86,2024-01-11
2025-02-01,3.81,2024-01-11
2025-03-01,3.78,2024-01-11
2025-04-01,3.74,2024-01-11
2025-05-01,3.7,2024-01-11
2025-06-01,3.67,2024-01-11
