date,cash_rate,scrape_date
2026-09-01,4.36,2026-09-25
2026-10-01,4.58,2026-09-25
2026-11-01,4.69,2026-09-25
2026-12-01,4.73,2026-09-25
2027-01-01,4.75,2026-09-25
2027-02-01,4.82,2026-09-25
2027-03-01,4.87,2026-09-25
2027-04-01,4.91,2026-09-25
2027-05-01,4.97,2026-09-25
2027-06-01,4.98,2026-09-25
2027-07-01,5.0,2026-09-25
2027-08-01,5.0,2026-09-25
2027-09-01,5.0,2026-09-25
2027-10-01,5.0,2026-09-25
2027-11-01,5.0,2026-09-25
2027-12-01,4.99,2026-09-25
2028-01-01,4.98,2026-09-25
2028-02-01,4.95,2026-09-25
