date,cash_rate,scrape_date
2024-09-01,4.33,2024-09-25
2024-10-01,4.33,2024-09-25
2024-11-01,4.3,2024-09-25
2024-12-01,4.19,2024-09-25
2025-01-01,4.16,2024-09-25
2025-02-01,4.08,2024-09-25
2025-03-01,3.94,2024-09-25
2025-04-01,3.72,2024-09-25
2025-05-01,3.64,2024-09-25
2025-06-01,3.5,2024-09-25
2025-07-01,3.41,2024-09-25
2025-08-01,3.31,2024-09-25
2025-09-01,3.28,2024-09-25
2025-10-01,3.2,2024-09-25
2025-11-01,3.15,2024-09-25
2025-12-01,3.11,2024-09-25
2026-01-01,3.09,2024-09-25
2026-02-01,3.06,2024-09-25
