date,cash_rate,scrape_date
2024-06-01,4.32,2024-06-27
2024-07-01,4.32,2024-06-27
2024-08-01,4.42,2024-06-27
2024-09-01,4.45,2024-06-27
2024-10-01,4.47,2024-06-27
2024-11-01,4.5,2024-06-27
2024-12-01,4.5,2024-06-27
2025-01-01,4.5,2024-06-27
2025-02-01,4.48,2024-06-27
2025-03-01,4.45,2024-06-27
2025-04-01,4.42,2024-06-27
2025-05-01,4.4,2024-06-27
2025-06-01,4.36,2024-06-27
2025-07-01,4.33,2024-06-27
2025-08-01,4.28,2024-06-27
2025-09-01,4.26,2024-06-27
2025-10-01,4.22,2024-06-27
2025-11-01,4.17,2024-06-27
