date,cash_rate,scrape_date
2024-12-01,4.33,2024-12-02
2025-01-01,4.33,2024-12-02
2025-02-01,4.31,2024-12-02
2025-03-01,4.26,2024-12-02
2025-04-01,4.19,2024-12-02
2025-05-01,4.14,2024-12-02
2025-06-01,4.06,2024-12-02
2025-07-01,4.0,2024-12-02
2025-08-01,3.92,2024-12-02
2025-09-01,3.89,2024-12-02
2025-10-01,3.85,2024-12-02
2025-11-01,3.8,2024-12-02
2025-12-01,3.76,2024-12-02
2026-01-01,3.75,2024-12-02
2026-02-01,3.72,2024-12-02
2026-03-01,3.7,2024-12-02
2026-04-01,3.68,2024-12-02
2026-05-01,3.67,2024-12-02
