date,cash_rate,scrape_date
2025-01-01,4.33,2025-01-06
2025-02-01,4.28,2025-01-06
2025-03-01,4.17,2025-01-06
2025-04-01,4.04,2025-01-06
2025-05-01,3.98,2025-01-06
2025-06-01,3.87,2025-01-06
2025-07-01,3.83,2025-01-06
2025-08-01,3.77,2025-01-06
2025-09-01,3.73,2025-01-06
2025-10-01,3.67,2025-01-06
2025-11-01,3.63,2025-01-06
2025-12-01,3.59,2025-01-06
2026-01-01,3.58,2025-01-06
2026-02-01,3.57,2025-01-06
2026-03-01,3.56,2025-01-06
2026-04-01,3.56,2025-01-06
2026-05-01,3.57,2025-01-06
2026-06-01,3.58,2025-01-06
