date,cash_rate,scrape_date
2025-01-01,4.33,2025-01-14
2025-02-01,4.28,2025-01-14
2025-03-01,4.17,2025-01-14
2025-04-01,4.08,2025-01-14
2025-05-01,4.03,2025-01-14
2025-06-01,3.94,2025-01-14
2025-07-01,3.92,2025-01-14
2025-08-01,3.85,2025-01-14
2025-09-01,3.81,2025-01-14
2025-10-01,3.77,2025-01-14
2025-11-01,3.75,2025-01-14
2025-12-01,3.72,2025-01-14
2026-01-01,3.72,2025-01-14
2026-02-01,3.7,2025-01-14
2026-03-01,3.7,2025-01-14
2026-04-01,3.7,2025-01-14
2026-05-01,3.71,2025-01-14
2026-06-01,3.72,2025-01-14
