date,cash_rate,scrape_date
2024-12-01,4.33,2024-12-03
2025-01-01,4.33,2024-12-03
2025-02-01,4.31,2024-12-03
2025-03-01,4.25,2024-12-03
2025-04-01,4.17,2024-12-03
2025-05-01,4.12,2024-12-03
2025-06-01,4.03,2024-12-03
2025-07-01,3.98,2024-12-03
2025-08-01,3.9,2024-12-03
2025-09-01,3.86,2024-12-03
2025-10-01,3.82,2024-12-03
2025-11-01,3.78,2024-12-03
2025-12-01,3.73,2024-12-03
2026-01-01,3.72,2024-12-03
2026-02-01,3.69,2024-12-03
2026-03-01,3.67,2024-12-03
2026-04-01,3.65,2024-12-03
2026-05-01,3.63,2024-12-03
