date,cash_rate,scrape_date
2023-12-01,4.31,2023-12-22
2024-01-01,4.31,2023-12-22
2024-02-01,4.33,2023-12-22
2024-03-01,4.31,2023-12-22
2024-04-01,4.27,2023-12-22
2024-05-01,4.18,2023-12-22
2024-06-01,4.12,2023-12-22
2024-07-01,4.06,2023-12-22
2024-08-01,3.97,2023-12-22
2024-09-01,3.94,2023-12-22
2024-10-01,3.87,2023-12-22
2024-11-01,3.81,2023-12-22
2024-12-01,3.74,2023-12-22
2025-01-01,3.72,2023-12-22
2025-02-01,3.67,2023-12-22
2025-03-01,3.64,2023-12-22
2025-04-01,3.6,2023-12-22
2025-05-01,3.56,2023-12-22
