date,cash_rate,scrape_date
2024-10-01,4.33,2024-10-07
2024-11-01,4.31,2024-10-07
2024-12-01,4.28,2024-10-07
2025-01-01,4.23,2024-10-07
2025-02-01,4.19,2024-10-07
2025-03-01,4.06,2024-10-07
2025-04-01,4.01,2024-10-07
2025-05-01,3.99,2024-10-07
2025-06-01,3.88,2024-10-07
2025-07-01,3.83,2024-10-07
2025-08-01,3.75,2024-10-07
2025-09-01,3.72,2024-10-07
2025-10-01,3.64,2024-10-07
2025-11-01,3.59,2024-10-07
2025-12-01,3.56,2024-10-07
2026-01-01,3.55,2024-10-07
2026-02-01,3.52,2024-10-07
2026-03-01,3.5,2024-10-07
