date,cash_rate,scrape_date
2024-07-01,4.33,2024-07-24
2024-08-01,4.39,2024-07-24
2024-09-01,4.4,2024-07-24
2024-10-01,4.41,2024-07-24
2024-11-01,4.41,2024-07-24
2024-12-01,4.38,2024-07-24
2025-01-01,4.37,2024-07-24
2025-02-01,4.34,2024-07-24
2025-03-01,4.29,2024-07-24
2025-04-01,4.23,2024-07-24
2025-05-01,4.2,2024-07-24
2025-06-01,4.14,2024-07-24
2025-07-01,4.11,2024-07-24
2025-08-01,4.06,2024-07-24
2025-09-01,4.03,2024-07-24
2025-10-01,3.98,2024-07-24
2025-11-01,3.94,2024-07-24
2025-12-01,3.91,2024-07-24
