date,cash_rate,scrape_date
2024-02-01,4.31,2024-02-02
2024-03-01,4.3,2024-02-02
2024-04-01,4.27,2024-02-02
2024-05-01,4.2,2024-02-02
2024-06-01,4.15,2024-02-02
2024-07-01,4.09,2024-02-02
2024-08-01,4,2024-02-02
2024-09-01,3.95,2024-02-02
2024-10-01,3.87,2024-02-02
2024-11-01,3.77,2024-02-02
2024-12-01,3.7,2024-02-02
2025-01-01,3.67,2024-02-02
2025-02-01,3.61,2024-02-02
2025-03-01,3.58,2024-02-02
2025-04-01,3.55,2024-02-02
2025-05-01,3.5,2024-02-02
2025-06-01,3.47,2024-02-02
2025-07-01,3.44,2024-02-02
