date,cash_rate,scrape_date
2024-11-01,4.34,2024-11-29
2024-12-01,4.33,2024-11-29
2025-01-01,4.33,2024-11-29
2025-02-01,4.31,2024-11-29
2025-03-01,4.27,2024-11-29
2025-04-01,4.18,2024-11-29
2025-05-01,4.12,2024-11-29
2025-06-01,4.03,2024-11-29
2025-07-01,3.98,2024-11-29
2025-08-01,3.91,2024-11-29
2025-09-01,3.87,2024-11-29
2025-10-01,3.83,2024-11-29
2025-11-01,3.78,2024-11-29
2025-12-01,3.75,2024-11-29
2026-01-01,3.73,2024-11-29
2026-02-01,3.69,2024-11-29
2026-03-01,3.67,2024-11-29
2026-04-01,3.66,2024-11-29
