date,cash_rate,scrape_date
2024-04-01,4.31,2024-04-04
2024-05-01,4.31,2024-04-04
2024-06-01,4.29,2024-04-04
2024-07-01,4.28,2024-04-04
2024-08-01,4.22,2024-04-04
2024-09-01,4.19,2024-04-04
2024-10-01,4.14,2024-04-04
2024-11-01,4.07,2024-04-04
2024-12-01,4.01,2024-04-04
2025-01-01,3.99,2024-04-04
2025-02-01,3.94,2024-04-04
2025-03-01,3.9,2024-04-04
2025-04-01,3.86,2024-04-04
2025-05-01,3.82,2024-04-04
2025-06-01,3.78,2024-04-04
2025-07-01,3.75,2024-04-04
2025-08-01,3.72,2024-04-04
2025-09-01,3.7,2024-04-04
