date,cash_rate,scrape_date
2024-01-01,4.31,2024-01-31
2024-02-01,4.31,2024-01-31
2024-03-01,4.3,2024-01-31
2024-04-01,4.28,2024-01-31
2024-05-01,4.2,2024-01-31
2024-06-01,4.15,2024-01-31
2024-07-01,4.1,2024-01-31
2024-08-01,4.02,2024-01-31
2024-09-01,3.97,2024-01-31
2024-10-01,3.89,2024-01-31
2024-11-01,3.81,2024-01-31
2024-12-01,3.73,2024-01-31
2025-01-01,3.71,2024-01-31
2025-02-01,3.66,2024-01-31
2025-03-01,3.61,2024-01-31
2025-04-01,3.58,2024-01-31
2025-05-01,3.54,2024-01-31
2025-06-01,3.5,2024-01-31
