date,cash_rate,scrape_date
2026-03-01,3.96,2026-03-25
2026-04-01,4.09,2026-03-25
2026-05-01,4.22,2026-03-25
2026-06-01,4.28,2026-03-25
2026-07-01,4.31,2026-03-25
2026-08-01,4.42,2026-03-25
2026-09-01,4.47,2026-03-25
2026-10-01,4.58,2026-03-25
2026-11-01,4.66,2026-03-25
2026-12-01,4.66,2026-03-25
2027-01-01,4.66,2026-03-25
2027-02-01,4.66,2026-03-25
2027-03-01,4.66,2026-03-25
2027-04-01,4.65,2026-03-25
2027-05-01,4.62,2026-03-25
2027-06-01,4.61,2026-03-25
2027-07-01,4.58,2026-03-25
2027-08-01,4.56,2026-03-25
