date,cash_rate,scrape_date
2026-03-01,3.96,2026-03-27
2026-04-01,4.09,2026-03-27
2026-05-01,4.25,2026-03-27
2026-06-01,4.33,2026-03-27
2026-07-01,4.38,2026-03-27
2026-08-01,4.5,2026-03-27
2026-09-01,4.58,2026-03-27
2026-10-01,4.71,2026-03-27
2026-11-01,4.81,2026-03-27
2026-12-01,4.83,2026-03-27
2027-01-01,4.83,2026-03-27
2027-02-01,4.83,2026-03-27
2027-03-01,4.83,2026-03-27
2027-04-01,4.84,2026-03-27
2027-05-01,4.83,2026-03-27
2027-06-01,4.81,2026-03-27
2027-07-01,4.8,2026-03-27
2027-08-01,4.78,2026-03-27
