date,cash_rate,scrape_date
2025-05-01,3.99,2025-05-07
2025-06-01,3.82,2025-05-07
2025-07-01,3.7,2025-05-07
2025-08-01,3.51,2025-05-07
2025-09-01,3.41,2025-05-07
2025-10-01,3.25,2025-05-07
2025-11-01,3.09,2025-05-07
2025-12-01,3.03,2025-05-07
2026-01-01,3.02,2025-05-07
2026-02-01,2.98,2025-05-07
2026-03-01,2.95,2025-05-07
2026-04-01,2.94,2025-05-07
2026-05-01,2.92,2025-05-07
2026-06-01,2.92,2025-05-07
2026-07-01,2.92,2025-05-07
2026-08-01,2.93,2025-05-07
2026-09-01,2.93,2025-05-07
2026-10-01,2.94,2025-05-07
