date,cash_rate,scrape_date
2026-03-01,3.92,2026-03-16
2026-04-01,4.0,2026-03-16
2026-05-01,4.15,2026-03-16
2026-06-01,4.2,2026-03-16
2026-07-01,4.24,2026-03-16
2026-08-01,4.34,2026-03-16
2026-09-01,4.41,2026-03-16
2026-10-01,4.47,2026-03-16
2026-11-01,4.55,2026-03-16
2026-12-01,4.57,2026-03-16
2027-01-01,4.57,2026-03-16
2027-02-01,4.58,2026-03-16
2027-03-01,4.58,2026-03-16
2027-04-01,4.57,2026-03-16
2027-05-01,4.56,2026-03-16
2027-06-01,4.55,2026-03-16
2027-07-01,4.52,2026-03-16
2027-08-01,4.51,2026-03-16
