date,cash_rate,scrape_date
2024-09-01,4.33,2024-09-20
2024-10-01,4.33,2024-09-20
2024-11-01,4.28,2024-09-20
2024-12-01,4.19,2024-09-20
2025-01-01,4.16,2024-09-20
2025-02-01,4.08,2024-09-20
2025-03-01,3.96,2024-09-20
2025-04-01,3.75,2024-09-20
2025-05-01,3.67,2024-09-20
2025-06-01,3.53,2024-09-20
2025-07-01,3.45,2024-09-20
2025-08-01,3.37,2024-09-20
2025-09-01,3.34,2024-09-20
2025-10-01,3.28,2024-09-20
2025-11-01,3.23,2024-09-20
2025-12-01,3.19,2024-09-20
2026-01-01,3.18,2024-09-20
2026-02-01,3.15,2024-09-20
