date,cash_rate,scrape_date
2024-12-01,4.33,2024-12-30
2025-01-01,4.33,2024-12-30
2025-02-01,4.28,2024-12-30
2025-03-01,4.17,2024-12-30
2025-04-01,4.0,2024-12-30
2025-05-01,3.93,2024-12-30
2025-06-01,3.83,2024-12-30
2025-07-01,3.8,2024-12-30
2025-08-01,3.75,2024-12-30
2025-09-01,3.72,2024-12-30
2025-10-01,3.65,2024-12-30
2025-11-01,3.61,2024-12-30
2025-12-01,3.58,2024-12-30
2026-01-01,3.58,2024-12-30
2026-02-01,3.56,2024-12-30
2026-03-01,3.56,2024-12-30
2026-04-01,3.55,2024-12-30
2026-05-01,3.55,2024-12-30
