date,cash_rate,scrape_date
2022-07-01,1.225,2022-07-22
2022-08-01,1.835,2022-07-22
2022-09-01,2.28,2022-07-22
2022-10-01,2.75,2022-07-22
2022-11-01,3.225,2022-07-22
2022-12-01,3.45,2022-07-22
2023-01-01,3.495,2022-07-22
2023-02-01,3.69,2022-07-22
2023-03-01,3.755,2022-07-22
2023-04-01,3.76,2022-07-22
2023-05-01,3.76,2022-07-22
2023-06-01,3.74,2022-07-22
2023-07-01,3.72,2022-07-22
2023-08-01,3.695,2022-07-22
2023-09-01,3.675,2022-07-22
2023-10-01,3.645,2022-07-22
2023-11-01,3.62,2022-07-22
2023-12-01,3.585,2022-07-22
