date,cash_rate,scrape_date
2024-01-01,4.31,2024-01-25
2024-02-01,4.33,2024-01-25
2024-03-01,4.32,2024-01-25
2024-04-01,4.31,2024-01-25
2024-05-01,4.27,2024-01-25
2024-06-01,4.25,2024-01-25
2024-07-01,4.22,2024-01-25
2024-08-01,4.17,2024-01-25
2024-09-01,4.14,2024-01-25
2024-10-01,4.08,2024-01-25
2024-11-01,4.02,2024-01-25
2024-12-01,3.95,2024-01-25
2025-01-01,3.93,2024-01-25
2025-02-01,3.88,2024-01-25
2025-03-01,3.84,2024-01-25
2025-04-01,3.81,2024-01-25
2025-05-01,3.77,2024-01-25
2025-06-01,3.72,2024-01-25
