date,cash_rate,scrape_date
2024-11-01,4.33,2024-11-04
2024-12-01,4.31,2024-11-04
2025-01-01,4.3,2024-11-04
2025-02-01,4.26,2024-11-04
2025-03-01,4.2,2024-11-04
2025-04-01,4.14,2024-11-04
2025-05-01,4.11,2024-11-04
2025-06-01,4.04,2024-11-04
2025-07-01,4.0,2024-11-04
2025-08-01,3.94,2024-11-04
2025-09-01,3.92,2024-11-04
2025-10-01,3.87,2024-11-04
2025-11-01,3.83,2024-11-04
2025-12-01,3.79,2024-11-04
2026-01-01,3.78,2024-11-04
2026-02-01,3.73,2024-11-04
2026-03-01,3.72,2024-11-04
2026-04-01,3.69,2024-11-04
