date,cash_rate,scrape_date
2022-07-01,1.225,2022-07-17
2022-08-01,1.835,2022-07-17
2022-09-01,2.25,2022-07-17
2022-10-01,2.65,2022-07-17
2022-11-01,3.07,2022-07-17
2022-12-01,3.255,2022-07-17
2023-01-01,3.3,2022-07-17
2023-02-01,3.445,2022-07-17
2023-03-01,3.53,2022-07-17
2023-04-01,3.53,2022-07-17
2023-05-01,3.53,2022-07-17
2023-06-01,3.5,2022-07-17
2023-07-01,3.47,2022-07-17
2023-08-01,3.43,2022-07-17
2023-09-01,3.405,2022-07-17
2023-10-01,3.37,2022-07-17
2023-11-01,3.34,2022-07-17
2023-12-01,3.305,2022-07-17
