date,cash_rate,scrape_date
2026-05-01,4.31,2026-05-26
2026-06-01,4.36,2026-05-26
2026-07-01,4.36,2026-05-26
2026-08-01,4.44,2026-05-26
2026-09-01,4.48,2026-05-26
2026-10-01,4.53,2026-05-26
2026-11-01,4.58,2026-05-26
2026-12-01,4.6,2026-05-26
2027-01-01,4.61,2026-05-26
2027-02-01,4.61,2026-05-26
2027-03-01,4.61,2026-05-26
2027-04-01,4.59,2026-05-26
2027-05-01,4.57,2026-05-26
2027-06-01,4.56,2026-05-26
2027-07-01,4.53,2026-05-26
2027-08-01,4.51,2026-05-26
2027-09-01,4.49,2026-05-26
2027-10-01,4.47,2026-05-26
