date,cash_rate,scrape_date
2025-06-01,3.83,2025-06-02
2025-07-01,3.69,2025-06-02
2025-08-01,3.51,2025-06-02
2025-09-01,3.41,2025-06-02
2025-10-01,3.3,2025-06-02
2025-11-01,3.14,2025-06-02
2025-12-01,3.09,2025-06-02
2026-01-01,3.06,2025-06-02
2026-02-01,3.0,2025-06-02
2026-03-01,2.97,2025-06-02
2026-04-01,2.94,2025-06-02
2026-05-01,2.93,2025-06-02
2026-06-01,2.92,2025-06-02
2026-07-01,2.92,2025-06-02
2026-08-01,2.93,2025-06-02
2026-09-01,2.93,2025-06-02
2026-10-01,2.94,2025-06-02
2026-11-01,2.96,2025-06-02
